title,artist,track_id,album_image,country,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
A Whiter Shade Of Pale,Halie Loren,5YXXYcAmVHTGQNQakJstvJ,https://cdnimg.melon.co.kr/cm/album/images/010/25/261/1025261_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.539,0.443,0,-11.094,1,0.0453,0.517,6.74e-05,0.112,0.454,145.796,audio_features,5YXXYcAmVHTGQNQakJstvJ,spotify:track:5YXXYcAmVHTGQNQakJstvJ,https://api.spotify.com/v1/tracks/5YXXYcAmVHTGQNQakJstvJ,https://api.spotify.com/v1/audio-analysis/5YXXYcAmVHTGQNQakJstvJ,281986,4
Fly Me To The Moon,Olivia Ong,4OukDE7pBKhCV4YYeYhnjq,https://cdnimg.melon.co.kr/cm/album/images/003/09/218/309218_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.629,0.38,9,-10.874,1,0.0317,0.934,0.000693,0.103,0.232,114.854,audio_features,4OukDE7pBKhCV4YYeYhnjq,spotify:track:4OukDE7pBKhCV4YYeYhnjq,https://api.spotify.com/v1/tracks/4OukDE7pBKhCV4YYeYhnjq,https://api.spotify.com/v1/audio-analysis/4OukDE7pBKhCV4YYeYhnjq,186133,4
Feels So Good,Chuck Mangione,2M7EflZCPCqqRLB9hy5MDy,https://cdnimg.melon.co.kr/cm/album/images/000/16/997/16997_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.576,0.603,5,-9.603,1,0.0329,0.455,0.0537,0.0406,0.524,103.658,audio_features,2M7EflZCPCqqRLB9hy5MDy,spotify:track:2M7EflZCPCqqRLB9hy5MDy,https://api.spotify.com/v1/tracks/2M7EflZCPCqqRLB9hy5MDy,https://api.spotify.com/v1/audio-analysis/2M7EflZCPCqqRLB9hy5MDy,582733,4
Will You Still Love Me Tomorrow,Inger Marie,2pzhO7ZJ3tQGnnkxI6sc5o,https://cdnimg.melon.co.kr/cm/album/images/035/54/816/3554816_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.759,0.45,7,-10.5,0,0.0334,0.59,0.0113,0.102,0.457,96.051,audio_features,2pzhO7ZJ3tQGnnkxI6sc5o,spotify:track:2pzhO7ZJ3tQGnnkxI6sc5o,https://api.spotify.com/v1/tracks/2pzhO7ZJ3tQGnnkxI6sc5o,https://api.spotify.com/v1/audio-analysis/2pzhO7ZJ3tQGnnkxI6sc5o,287613,4
Mr. Moonlight,Good Morning Airport,10dmYkplYLZc4tSlzQ7Fkn,https://cdnimg.melon.co.kr/cm/album/images/026/49/745/2649745_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.605,0.76,2,-7.096,1,0.0413,0.292,0.959,0.21,0.557,175.956,audio_features,10dmYkplYLZc4tSlzQ7Fkn,spotify:track:10dmYkplYLZc4tSlzQ7Fkn,https://api.spotify.com/v1/tracks/10dmYkplYLZc4tSlzQ7Fkn,https://api.spotify.com/v1/audio-analysis/10dmYkplYLZc4tSlzQ7Fkn,141424,4
Haven't Met You Yet,Michael Buble,0nLvuBg2SFbqjsx4y1s2dC,https://cdnimg.melon.co.kr/cm/album/images/007/07/151/707151_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.616,0.733,8,-4.808,1,0.0335,0.151,0.0,0.109,0.795,122.581,audio_features,0nLvuBg2SFbqjsx4y1s2dC,spotify:track:0nLvuBg2SFbqjsx4y1s2dC,https://api.spotify.com/v1/tracks/0nLvuBg2SFbqjsx4y1s2dC,https://api.spotify.com/v1/audio-analysis/0nLvuBg2SFbqjsx4y1s2dC,244587,4
When You Wish Upon A Star,Cliff Edwards,1WrPa4lrIddctGWAIYYfP9,https://cdnimg.melon.co.kr/cm/album/images/001/15/539/115539_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.236,0.261,2,-13.647,1,0.0374,0.955,0.0245,0.424,0.106,93.383,audio_features,1WrPa4lrIddctGWAIYYfP9,spotify:track:1WrPa4lrIddctGWAIYYfP9,https://api.spotify.com/v1/tracks/1WrPa4lrIddctGWAIYYfP9,https://api.spotify.com/v1/audio-analysis/1WrPa4lrIddctGWAIYYfP9,195067,3
Those Sweet Words,Norah Jones,2MKLbFPQ3QDXpQ0KnS06Kl,https://cdnimg.melon.co.kr/cm/album/images/000/33/886/33886_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.798,0.234,2,-10.699,1,0.0317,0.875,0.000626,0.134,0.403,103.152,audio_features,2MKLbFPQ3QDXpQ0KnS06Kl,spotify:track:2MKLbFPQ3QDXpQ0KnS06Kl,https://api.spotify.com/v1/tracks/2MKLbFPQ3QDXpQ0KnS06Kl,https://api.spotify.com/v1/audio-analysis/2MKLbFPQ3QDXpQ0KnS06Kl,202640,4
I Was A Car,송지연,5DwzoAkD8PoTCyf4CsMCf0,https://cdnimg.melon.co.kr/cm/album/images/021/80/763/2180763_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.701,0.394,5,-7.027,1,0.0491,0.915,1.16e-05,0.189,0.579,171.984,audio_features,5DwzoAkD8PoTCyf4CsMCf0,spotify:track:5DwzoAkD8PoTCyf4CsMCf0,https://api.spotify.com/v1/tracks/5DwzoAkD8PoTCyf4CsMCf0,https://api.spotify.com/v1/audio-analysis/5DwzoAkD8PoTCyf4CsMCf0,196298,4
Autumn In New York,Billie Holiday,6o5RbQYhmF4yRRw7ZArxGL,https://cdnimg.melon.co.kr/cm2/album/images/104/18/534/10418534_20200416183858_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.587,0.098,10,-15.196,0,0.0607,0.958,7e-06,0.114,0.288,71.523,audio_features,6o5RbQYhmF4yRRw7ZArxGL,spotify:track:6o5RbQYhmF4yRRw7ZArxGL,https://api.spotify.com/v1/tracks/6o5RbQYhmF4yRRw7ZArxGL,https://api.spotify.com/v1/audio-analysis/6o5RbQYhmF4yRRw7ZArxGL,224333,4
Be Still My Heart,Silje Nergaard,4KAUdFfxYtrerQEw4fwAKq,https://cdnimg.melon.co.kr/cm/album/images/000/22/234/22234_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.523,0.361,3,-11.281,0,0.0278,0.643,0.00215,0.0715,0.385,76.908,audio_features,4KAUdFfxYtrerQEw4fwAKq,spotify:track:4KAUdFfxYtrerQEw4fwAKq,https://api.spotify.com/v1/tracks/4KAUdFfxYtrerQEw4fwAKq,https://api.spotify.com/v1/audio-analysis/4KAUdFfxYtrerQEw4fwAKq,299213,4
Love In Jazz,Mellow,6CpjX9b2pFBPVrll3oZiDA,https://cdnimg.melon.co.kr/cm/album/images/022/46/191/2246191_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.623,0.29,0,-15.251,0,0.0397,0.851,0.892,0.105,0.447,139.98,audio_features,6CpjX9b2pFBPVrll3oZiDA,spotify:track:6CpjX9b2pFBPVrll3oZiDA,https://api.spotify.com/v1/tracks/6CpjX9b2pFBPVrll3oZiDA,https://api.spotify.com/v1/audio-analysis/6CpjX9b2pFBPVrll3oZiDA,80300,3
Antonio's Song ,Michael Franks,3MTqRu66bdSzdOv08owKS6,https://cdnimg.melon.co.kr/cm/album/images/000/62/378/62378_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.657,0.416,9,-16.302,0,0.0329,0.328,0.104,0.107,0.842,109.548,audio_features,3MTqRu66bdSzdOv08owKS6,spotify:track:3MTqRu66bdSzdOv08owKS6,https://api.spotify.com/v1/tracks/3MTqRu66bdSzdOv08owKS6,https://api.spotify.com/v1/audio-analysis/3MTqRu66bdSzdOv08owKS6,306600,4
Let There Be Love,Laura Fygi,5R4GwyUYe2ht29E9HSe9TH,https://cdnimg.melon.co.kr/cm/album/images/003/16/783/316783_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.669,0.212,7,-16.502,1,0.0365,0.795,1.57e-05,0.0866,0.203,117.961,audio_features,5R4GwyUYe2ht29E9HSe9TH,spotify:track:5R4GwyUYe2ht29E9HSe9TH,https://api.spotify.com/v1/tracks/5R4GwyUYe2ht29E9HSe9TH,https://api.spotify.com/v1/audio-analysis/5R4GwyUYe2ht29E9HSe9TH,165040,4
All of Me,Michael Buble,3ts3nBCGF7K9JvSjWVQfX8,https://cdnimg.melon.co.kr/cm/album/images/007/07/151/707151_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.536,0.31,0,-8.041,1,0.0492,0.568,0.000145,0.162,0.472,127.597,audio_features,3ts3nBCGF7K9JvSjWVQfX8,spotify:track:3ts3nBCGF7K9JvSjWVQfX8,https://api.spotify.com/v1/tracks/3ts3nBCGF7K9JvSjWVQfX8,https://api.spotify.com/v1/audio-analysis/3ts3nBCGF7K9JvSjWVQfX8,187853,4
Dear Old Stockholm,Eddie Higgins Trio,6bsuz8hzC8aWBD8fKV3Ii2,https://cdnimg.melon.co.kr/cm/album/images/022/66/533/2266533_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.504,0.309,2,-14.856,0,0.0301,0.887,0.917,0.133,0.336,146.414,audio_features,6bsuz8hzC8aWBD8fKV3Ii2,spotify:track:6bsuz8hzC8aWBD8fKV3Ii2,https://api.spotify.com/v1/tracks/6bsuz8hzC8aWBD8fKV3Ii2,https://api.spotify.com/v1/audio-analysis/6bsuz8hzC8aWBD8fKV3Ii2,359173,4
Alone Again ,"Diana Krall, Michael Buble",0JCfVb2qlq79Q479BUb0jK,https://cdnimg.melon.co.kr/cm/album/images/026/42/059/2642059_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.608,0.208,5,-11.824,1,0.0316,0.951,0.0,0.131,0.239,70.9,audio_features,0JCfVb2qlq79Q479BUb0jK,spotify:track:0JCfVb2qlq79Q479BUb0jK,https://api.spotify.com/v1/tracks/0JCfVb2qlq79Q479BUb0jK,https://api.spotify.com/v1/audio-analysis/0JCfVb2qlq79Q479BUb0jK,230680,4
Good Day,Paul,4QG6UKMz35JI2AHcgqjQq0,https://cdnimg.melon.co.kr/cm/album/images/026/45/166/2645166_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.689,0.93,8,-4.231,1,0.033,0.27,0.406,0.104,0.779,97.007,audio_features,4QG6UKMz35JI2AHcgqjQq0,spotify:track:4QG6UKMz35JI2AHcgqjQq0,https://api.spotify.com/v1/tracks/4QG6UKMz35JI2AHcgqjQq0,https://api.spotify.com/v1/audio-analysis/4QG6UKMz35JI2AHcgqjQq0,198521,4
Autumn Leaves,Chet Baker,1QlTNF43OyKK9BorIRsJ8o,https://cdnimg.melon.co.kr/cm/album/images/000/44/146/44146_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.35,0.607,5,-11.141,0,0.0498,0.794,0.446,0.116,0.597,187.101,audio_features,1QlTNF43OyKK9BorIRsJ8o,spotify:track:1QlTNF43OyKK9BorIRsJ8o,https://api.spotify.com/v1/tracks/1QlTNF43OyKK9BorIRsJ8o,https://api.spotify.com/v1/audio-analysis/1QlTNF43OyKK9BorIRsJ8o,422640,4
All The Things You Are,Eddie Higgins Trio,1shc8xcJWGx8Ijc8JDdvBT,https://cdnimg.melon.co.kr/cm/album/images/022/63/727/2263727_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.361,0.5,8,-9.101,1,0.0321,0.733,0.896,0.119,0.414,176.395,audio_features,1shc8xcJWGx8Ijc8JDdvBT,spotify:track:1shc8xcJWGx8Ijc8JDdvBT,https://api.spotify.com/v1/tracks/1shc8xcJWGx8Ijc8JDdvBT,https://api.spotify.com/v1/audio-analysis/1shc8xcJWGx8Ijc8JDdvBT,358000,4
Blue Glasses,Smokey & Miho,6zpCcFxJQ886KnSSoV2Jvy,https://cdnimg.melon.co.kr/cm/album/images/012/47/073/1247073_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.678,0.342,5,-16.301,0,0.0337,0.833,0.0385,0.0893,0.813,133.962,audio_features,6zpCcFxJQ886KnSSoV2Jvy,spotify:track:6zpCcFxJQ886KnSSoV2Jvy,https://api.spotify.com/v1/tracks/6zpCcFxJQ886KnSSoV2Jvy,https://api.spotify.com/v1/audio-analysis/6zpCcFxJQ886KnSSoV2Jvy,268467,4
Dream A Little Dream,Laura Fygi,5vVLUqs9ogEGnH44Lh8Tuc,https://cdnimg.melon.co.kr/cm/album/images/003/16/783/316783_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.651,0.221,0,-15.223,1,0.0273,0.847,1.11e-06,0.0895,0.319,88.17,audio_features,5vVLUqs9ogEGnH44Lh8Tuc,spotify:track:5vVLUqs9ogEGnH44Lh8Tuc,https://api.spotify.com/v1/tracks/5vVLUqs9ogEGnH44Lh8Tuc,https://api.spotify.com/v1/audio-analysis/5vVLUqs9ogEGnH44Lh8Tuc,217573,4
Minor Swing,Eddie Higgins Trio,5iwcjRSqYJSQWoskJ8jGw8,https://cdnimg.melon.co.kr/cm/album/images/000/67/438/67438_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.478,0.532,0,-9.447,1,0.0394,0.631,0.89,0.166,0.519,100.734,audio_features,5iwcjRSqYJSQWoskJ8jGw8,spotify:track:5iwcjRSqYJSQWoskJ8jGw8,https://api.spotify.com/v1/tracks/5iwcjRSqYJSQWoskJ8jGw8,https://api.spotify.com/v1/audio-analysis/5iwcjRSqYJSQWoskJ8jGw8,198000,4
Morning Cafe,Mono Trip,1k3KZtCJufITQIrsJ4T4PM,https://cdnimg.melon.co.kr/cm/album/images/026/47/655/2647655_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.725,0.877,1,-4.48,1,0.0366,0.00532,0.912,0.639,0.61,129.999,audio_features,1k3KZtCJufITQIrsJ4T4PM,spotify:track:1k3KZtCJufITQIrsJ4T4PM,https://api.spotify.com/v1/tracks/1k3KZtCJufITQIrsJ4T4PM,https://api.spotify.com/v1/audio-analysis/1k3KZtCJufITQIrsJ4T4PM,150542,4
You and I,Michael Buble,64KhOoOJnNvijGs74xy6vu,https://cdnimg.melon.co.kr/cm/album/images/003/00/641/300641_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.334,0.135,3,-12.601,1,0.0359,0.9,0.000718,0.107,0.223,115.305,audio_features,64KhOoOJnNvijGs74xy6vu,spotify:track:64KhOoOJnNvijGs74xy6vu,https://api.spotify.com/v1/tracks/64KhOoOJnNvijGs74xy6vu,https://api.spotify.com/v1/audio-analysis/64KhOoOJnNvijGs74xy6vu,234867,4
Love Fool,Olivia Ong,6AWvyl0SYsgYLdGTPcNTZv,https://cdnimg.melon.co.kr/cm/album/images/003/09/218/309218_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.839,0.245,4,-10.549,0,0.0337,0.811,0.0,0.1,0.519,95.025,audio_features,6AWvyl0SYsgYLdGTPcNTZv,spotify:track:6AWvyl0SYsgYLdGTPcNTZv,https://api.spotify.com/v1/tracks/6AWvyl0SYsgYLdGTPcNTZv,https://api.spotify.com/v1/audio-analysis/6AWvyl0SYsgYLdGTPcNTZv,210600,4
Shape Of My Heart ,Karen Aoki,70n2qmHCFLcgVvUQQWpOVa,https://cdnimg.melon.co.kr/cm/album/images/021/79/718/2179718_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.538,0.0965,6,-15.464,0,0.037,0.96,0.08,0.108,0.294,78.376,audio_features,70n2qmHCFLcgVvUQQWpOVa,spotify:track:70n2qmHCFLcgVvUQQWpOVa,https://api.spotify.com/v1/tracks/70n2qmHCFLcgVvUQQWpOVa,https://api.spotify.com/v1/audio-analysis/70n2qmHCFLcgVvUQQWpOVa,315920,4
Finally Getting Closer,Wouter Hamel,6QOwc68APZxsgvmMlXVn4F,https://cdnimg.melon.co.kr/cm/album/images/020/15/167/2015167_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.497,0.438,11,-5.121,1,0.0286,0.0304,1.09e-05,0.104,0.41,129.907,audio_features,6QOwc68APZxsgvmMlXVn4F,spotify:track:6QOwc68APZxsgvmMlXVn4F,https://api.spotify.com/v1/tracks/6QOwc68APZxsgvmMlXVn4F,https://api.spotify.com/v1/audio-analysis/6QOwc68APZxsgvmMlXVn4F,212963,4
Into The Memory ,Eddie Higgins Trio,7JAXHhiaLtCb24chse0OmU,https://cdnimg.melon.co.kr/cm/album/images/000/67/438/67438_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.459,0.36,8,-10.014,1,0.0392,0.954,0.918,0.121,0.203,82.305,audio_features,7JAXHhiaLtCb24chse0OmU,spotify:track:7JAXHhiaLtCb24chse0OmU,https://api.spotify.com/v1/tracks/7JAXHhiaLtCb24chse0OmU,https://api.spotify.com/v1/audio-analysis/7JAXHhiaLtCb24chse0OmU,210013,4
Dream,Music Shower,6h3KtjLW0Qai48hfH1MW9r,https://cdnimg.melon.co.kr/cm/album/images/023/06/828/2306828_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.713,0.783,11,-4.377,0,0.0314,0.055,0.58,0.108,0.781,110.987,audio_features,6h3KtjLW0Qai48hfH1MW9r,spotify:track:6h3KtjLW0Qai48hfH1MW9r,https://api.spotify.com/v1/tracks/6h3KtjLW0Qai48hfH1MW9r,https://api.spotify.com/v1/audio-analysis/6h3KtjLW0Qai48hfH1MW9r,209730,4
Creep,Eliza Lumley,1qFgn0rcnCMEY28JsMydfA,https://cdnimg.melon.co.kr/cm/album/images/004/20/454/420454_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.521,0.19,0,-12.306,1,0.0325,0.316,0.176,0.14,0.121,98.159,audio_features,1qFgn0rcnCMEY28JsMydfA,spotify:track:1qFgn0rcnCMEY28JsMydfA,https://api.spotify.com/v1/tracks/1qFgn0rcnCMEY28JsMydfA,https://api.spotify.com/v1/audio-analysis/1qFgn0rcnCMEY28JsMydfA,214160,3
Libertango,European Jazz Trio,0p7ZC7u9BfYI90vGStslmQ,https://cdnimg.melon.co.kr/cm/album/images/000/24/673/24673_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.603,0.242,9,-20.211,0,0.0373,0.526,0.929,0.0733,0.814,133.159,audio_features,0p7ZC7u9BfYI90vGStslmQ,spotify:track:0p7ZC7u9BfYI90vGStslmQ,https://api.spotify.com/v1/tracks/0p7ZC7u9BfYI90vGStslmQ,https://api.spotify.com/v1/audio-analysis/0p7ZC7u9BfYI90vGStslmQ,275360,4
Splendor In The Grass,Pink Martini,6oaN0m1Hi6CF5851svK1aQ,https://cdnimg.melon.co.kr/cm/album/images/008/05/753/805753_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.385,0.283,9,-7.591,1,0.0299,0.79,1.38e-06,0.0845,0.162,147.175,audio_features,6oaN0m1Hi6CF5851svK1aQ,spotify:track:6oaN0m1Hi6CF5851svK1aQ,https://api.spotify.com/v1/tracks/6oaN0m1Hi6CF5851svK1aQ,https://api.spotify.com/v1/audio-analysis/6oaN0m1Hi6CF5851svK1aQ,220907,4
Si Tu Vois Ma Mere,Sidney Bechet,7b1nIWdbH3W94vsKJR06Oh,https://cdnimg.melon.co.kr/cm/album/images/003/13/874/313874_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.456,0.425,3,-11.782,1,0.0405,0.819,0.894,0.582,0.593,79.759,audio_features,7b1nIWdbH3W94vsKJR06Oh,spotify:track:7b1nIWdbH3W94vsKJR06Oh,https://api.spotify.com/v1/tracks/7b1nIWdbH3W94vsKJR06Oh,https://api.spotify.com/v1/audio-analysis/7b1nIWdbH3W94vsKJR06Oh,196187,4
Gadd A Tee?,Trio Toykeat,1a3LZyMAxLWv4rxz7zOH4P,https://cdnimg.melon.co.kr/cm2/album/images/104/06/885/10406885_20200323155440_500.jpg/melon/resize/120/quality/80/optimize,etc,재즈,0.53,0.796,0,-7.331,1,0.026,0.363,0.827,0.0945,0.725,104.005,audio_features,1a3LZyMAxLWv4rxz7zOH4P,spotify:track:1a3LZyMAxLWv4rxz7zOH4P,https://api.spotify.com/v1/tracks/1a3LZyMAxLWv4rxz7zOH4P,https://api.spotify.com/v1/audio-analysis/1a3LZyMAxLWv4rxz7zOH4P,277493,4
